SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON,MEAS_LAB_BATCH_ID
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.08","-0.09","<","0.025","0.025","0.083","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0083",""
"ON02IS5416","2016-08-07 16:30","S.CORE","0","-0.01","<","0.025","0.025","0.084","9365","NG/G DWT","OCTABROMOTRIMETHYLPHENYLINDANE (OBIND)","OCTABROMOTRIMÉTHYLPHÉNYLINDANE (OBIND)","V","2016-ON0249-0085",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.1","-0.11","<","0.025","0.025","0.083","9361","NG/G DWT","BIS(2-ETHYL-1-HEXYL)TETRABROMOPHTHALATE (BEHTBP)","BIS(2-ÉTHYL-1-HEXYL)TÉTRABROMOPHTHALATE (BEHTBP)","V","2016-ON0249-0086",""
"ON02IS5447","2016-08-14 12:00","S.SURFACE","0","-0.03","","0.026","0.0048","0.017","9365","NG/G DWT","OCTABROMOTRIMETHYLPHENYLINDANE (OBIND)","OCTABROMOTRIMÉTHYLPHÉNYLINDANE (OBIND)","V","2016-ON0249-0100",""
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","<","0.027","0.027","0.091","9360","NG/G DWT","ALPHA-TETRABROMOETHYLCYCLOHEXANE (ALPHA-TBECH)","ALPHA-TÉTRABROMOÉTHYLCYCLOHEXANE (ALPHA-TBECH, ?TBECH)","V","2016-ON0249-0036",""
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","<","0.027","0.027","0.091","9361","NG/G DWT","BIS(2-ETHYL-1-HEXYL)TETRABROMOPHTHALATE (BEHTBP)","BIS(2-ÉTHYL-1-HEXYL)TÉTRABROMOPHTHALATE (BEHTBP)","V","2016-ON0249-0036",""
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","<","0.027","0.027","0.082","9364","NG/G DWT","HEXACHLOROCYCLOPENTADIENYL-DIBROMOCYCLOOCTANE (HCDBCO)","HEXACHLOROCYCLOPENTADIÈNYL-DIBROMOCYCLOOCTANE (HCDBCO)","V","2016-ON0249-0036",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.04","-0.05","<","0.028","0.028","0.093","9361","NG/G DWT","BIS(2-ETHYL-1-HEXYL)TETRABROMOPHTHALATE (BEHTBP)","BIS(2-ÉTHYL-1-HEXYL)TÉTRABROMOPHTHALATE (BEHTBP)","V","2016-ON0249-0094",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.07","-0.08","<","0.028","0.028","0.095","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0097",""
"ON02IS5308","2016-08-15 12:00","S.SURFACE","0","-0.03","<","0.028","0.028","0.095","9360","NG/G DWT","ALPHA-TETRABROMOETHYLCYCLOHEXANE (ALPHA-TBECH)","ALPHA-TÉTRABROMOÉTHYLCYCLOHEXANE (ALPHA-TBECH, ?TBECH)","V","2016-ON0249-0061",""
"ON02IS5453","2016-08-15 12:00","S.SURFACE","0","-0.03","<","0.028","0.028","0.071","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0006",""
"ON02IS5174","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.029","0.029","0.097","9369","NG/G DWT","BETA-TETRABROMOETHYLCYCLOHEXANE (BETA-TBECH)","BÊTA-TÉTRABROMOÉTHYLCYCLOHEXANE (BETA-TBECH, ßTBECH)","V","2016-ON0249-0016",""
"ON02IS5423","2016-08-11 13:00","S.SURFACE","0","-0.03","<","0.029","0.029","0.098","9354","NG/G DWT","2,3-DIBROMOPROPYL 2,4,6-TRIBROMOPHENYL ETHER (DPTE)","2,3-DIBROMOPROPYL 2,4,6-TRIBROMOPHÉNYL ÉTHER (DPTE)","V","2016-ON0249-0039",""
