SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON,MEAS_LAB_BATCH_ID
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.14","-0.15","<","1","1","0.3","9369","NG/G DWT","BETA-TETRABROMOETHYLCYCLOHEXANE (BETA-TBECH)","BÊTA-TÉTRABROMOÉTHYLCYCLOHEXANE (BETA-TBECH, ßTBECH)","P","2024-ON0249-0079","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.14","-0.15","<","0.0064","0.0064","0.0019","9371","NG/G DWT","TETRABROMO-O-CHLOROTOLUENE (TBCT)","TÉTRABROMO-O-CHLOROTOLUÈNE (TBCT)","P","2024-ON0249-0079","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.14","-0.15","<","12","12","3.7","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","P","2024-ON0249-0079","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.14","-0.15","<","12","12","3.7","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","P","2024-ON0249-0079","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.15","-0.17","","1.6","0.76","0.23","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","P","2024-ON0249-0080","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.15","-0.17","","78.2","1.2","0.35","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","P","2024-ON0249-0080","QLJ0039"
"ON02IE1580","2024-07-13 13:57","S.CORE","-0.15","-0.17","","90.7","0.59","0.18","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","P","2024-ON0249-0080","QLJ0039"
"ON02IS5328","2016-08-16 12:00","S.SURFACE","0","-0.03","","0.35","0.058","0.18","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0063",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.03","-0.04","<","0.38","0.38","1.3","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0078",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.04","-0.05","<","0.38","0.38","1.3","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0094",""
"ON02IS5158","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.38","0.38","1.1","9359","NG/G DWT","ANTI-DECHLORANE PLUS (ANTI-DP)","ANTI-DÉCHLORANE PLUS (ANTI-DP, A-DP)","V","2016-ON0249-0026",""
"ON02IS5003","2016-08-08 17:00","S.SURFACE","0","-0.03","<","0.39","0.39","0.97","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0041",""
"ON02IS5178","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.39","0.39","0.97","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0050",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.13","-0.14","<","0.4","0.4","1.3","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0075",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.13","-0.14","<","0.4","0.4","1.3","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0075",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.02","-0.03","<","0.4","0.4","1.4","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0077",""
"ON02IS5174","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.41","0.019","0.068","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0016",""
"ON02IS5436","2016-08-07 06:00","S.SURFACE","0","-0.03","<","0.41","0.41","1.7","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0029",""
"ON02IS5003","2016-08-08 17:00","S.SURFACE","0","-0.03","","0.41","0.058","0.19","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0041",""
"ON02IS5453","2016-08-15 12:00","S.SURFACE","0","-0.03","<","0.43","0.43","1.4","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0006",""
"ON02IS5175","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.43","0.43","1.4","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0049",""
"ON02IS5447","2016-08-14 12:00","S.SURFACE","0","-0.03","","0.43","0.048","0.14","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0100",""
"ON02IS5433","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.47","0.47","1.4","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0025",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.11","-0.12","<","0.48","0.48","1.6","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0072",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.01","-0.02","<","0.48","0.48","1.6","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0088",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.01","-0.02","<","0.48","0.48","1.6","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0088",""
"ON02IS5157","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.5","0.5","1.7","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0048",""
"ON02IS5157","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.5","0.5","2","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0048",""
"ON02IS5157","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.5","0.5","2","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0048",""
"ON02IS5335","2016-08-15 12:00","S.SURFACE","0","-0.03","","0.5","0.1","0.51","9359","NG/G DWT","ANTI-DECHLORANE PLUS (ANTI-DP)","ANTI-DÉCHLORANE PLUS (ANTI-DP, A-DP)","V","2016-ON0249-0065",""
"ON02IS5329","2016-08-16 12:00","S.SURFACE","0","-0.03","","0.54","0.033","0.11","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0064",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.12","-0.13","<","0.55","0.55","1.8","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0089",""
"ON02IS5428","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.55","0.55","1.6","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0018",""
"ON02IS5423","2016-08-11 13:00","S.SURFACE","0","-0.03","","0.55","0.049","0.2","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0039",""
"ON02IS5444","2016-08-05 22:00","S.SURFACE","0","-0.03","","0.57","0.076","0.27","9361","NG/G DWT","BIS(2-ETHYL-1-HEXYL)TETRABROMOPHTHALATE (BEHTBP)","BIS(2-ÉTHYL-1-HEXYL)TÉTRABROMOPHTHALATE (BEHTBP)","V","2016-ON0249-0011",""
"ON02IS5328","2016-08-16 12:00","S.SURFACE","0","-0.03","<","0.58","0.58","1.8","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0063",""
"ON02IS5108","2016-08-12 12:00","S.SURFACE","0","-0.03","","0.6","0.065","0.16","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0027",""
"ON02IS9321","2016-08-11 10:00","S.SURFACE","0","-0.03","","0.66","0.019","0.076","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0040",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.01","-0.02","","0.67","0.15","0.51","9359","NG/G DWT","ANTI-DECHLORANE PLUS (ANTI-DP)","ANTI-DÉCHLORANE PLUS (ANTI-DP, A-DP)","V","2016-ON0249-0088",""
"ON02IS5425","2016-08-08 15:45","S.SURFACE","0","-0.03","<","0.67","0.67","1.9","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0042",""
"ON02IS5335","2016-08-15 12:00","S.SURFACE","0","-0.03","","0.67","0.01","0.051","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0065",""
"ON02IS5323","2016-08-15 12:00","S.SURFACE","0","-0.03","","0.7","0.025","0.1","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0062",""
"ON02IS5284","2016-08-14 12:00","S.SURFACE","0","-0.03","","0.7","0.04","0.099","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0057",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.11","-0.12","<","0.71","0.71","2.4","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0087",""
"ON02IS5416","2016-08-07 16:30","S.CORE","-0.11","-0.12","<","0.71","0.71","2.4","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0087",""
"ON02IS5180","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.77","0.1","0.28","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0051",""
"ON02IS5428","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.77","0.055","0.16","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0018",""
"ON02IS5439","2016-08-06 10:30","S.SURFACE","0","-0.03","","0.77","0.06","0.15","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0020",""
"ON02IS5427","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.83","0.03","0.11","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0017",""
"ON02IS5436","2016-08-07 06:00","S.SURFACE","0","-0.03","<","0.83","0.83","2.5","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0029",""
"ON02IS5436","2016-08-07 06:00","S.SURFACE","0","-0.03","<","0.83","0.83","2.5","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0029",""
"ON02IS5175","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.92","0.29","0.86","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0049",""
"ON02IS5456","2016-08-04 20:15","S.SURFACE","0","-0.03","<","0.95","0.95","3.2","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0008",""
"ON02IS5456","2016-08-04 20:15","S.SURFACE","0","-0.03","<","0.95","0.95","3.2","9373","NG/G DWT","GAMMA-HBCDD","GAMMA-HBCDD (GHBCD)","V","2016-ON0249-0008",""
"ON02IS5421","2016-08-07 23:30","S.SURFACE","0","-0.03","<","0.97","0.97","3.2","9370","NG/G DWT","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","V","2016-ON0249-0035",""
"ON02IS5448","2016-08-14 12:00","S.SURFACE","0","-0.03","","1","0.033","0.11","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0014",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.05","-0.06","","1.1","0.2","0.5","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0080",""
"ON02IS5157","2016-08-12 12:00","S.SURFACE","0","-0.03","","1.2","0.05","0.2","9343","NG/G DWT","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","V","2016-ON0249-0048",""
"ON02IS5272","2016-08-14 12:00","S.SURFACE","0","-0.03","","1.2","0.31","0.93","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0055",""
"ON02IS5407","2016-08-07 19:15","S.SURFACE","0","-0.03","","1.2","0.03","0.099","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0069",""
"ON02IS5210","2016-08-06 08:00","S.SURFACE","0","-0.03","","1.4","0.4","1.4","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0052",""
"ON02IS5049","2016-08-12 12:00","S.SURFACE","0","-0.03","","1.4","0.11","0.28","9362","NG/G DWT","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","V","2016-ON0249-0045",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.1","-0.11","","1.5","0.2","0.7","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0071",""
"ON02IS5447","2016-08-14 12:00","S.SURFACE","0","-0.03","","1.6","0.24","0.95","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0100",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.09","-0.1","","1.7","0.2","0.6","9372","NG/G DWT","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","V","2016-ON0249-0084",""
"ON02IS5003","2016-08-08 17:00","S.SURFACE","0","-0.03","","43","0.35","1.2","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0041",""
"ON02IS5031","2016-08-08 09:00","S.SURFACE","0","-0.03","","45","0.11","0.38","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0043",""
"ON02IS5392","2016-08-15 12:00","S.SURFACE","0","-0.03","","49","0.023","0.075","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0066",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.1","-0.11","","49.3","0.064","0.21","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0071",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.13","-0.14","","49.9","0.063","0.21","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0075",""
"ON02IS5436","2016-08-07 06:00","S.SURFACE","0","-0.03","","53.1","0.11","0.36","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","V","2016-ON0249-0029",""
"ON02IS5418","2016-08-12 12:00","S.SURFACE","0","-0.03","","53.1","0.029","0.096","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","V","2016-ON0249-0033",""
"ON02IS5044","2016-08-11 20:00","S.SURFACE","0","-0.03","","53.1","0.029","0.096","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0044",""
"ON02IS9321","2016-08-11 10:00","S.SURFACE","0","-0.03","","53.1","0.29","0.95","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0040",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.06","-0.07","","55.2","0.029","0.098","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0081",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.11","-0.12","","55.6","0.38","1.3","9346","%","DECABROMODIPHENYL ETHANE (DBDPE)-13C14","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)-13C14","V","2016-ON0249-0072",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.07","-0.08","","55.6","0.17","0.57","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0082",""
"ON02IS5450","2016-08-03 19:55","S.SURFACE","0","-0.03","","58.1","0.51","1.7","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0001",""
"ON02IS5130","2016-08-06 23:30","S.SURFACE","0","-0.03","","58.1","0.56","1.9","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0047",""
"ON02IS5295","2016-08-16 12:00","S.SURFACE","0","-0.03","","58.1","0.057","0.19","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0058",""
"ON02IS5436","2016-08-07 06:00","S.SURFACE","0","-0.03","","59.1","0.77","2.6","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0029",""
"ON02IS5092","2016-08-12 12:00","S.SURFACE","0","-0.03","","59.1","0.13","0.45","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0046",""
"ON02IS5416","2016-08-07 16:30","S.SURFACE","0","-0.03","","60.9","0.25","0.83","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0031",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.03","-0.04","","61","0.19","0.63","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0078",""
"ON02IS5444","2016-08-05 22:00","S.CORE","0","-0.01","","61.1","0.085","0.28","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0070",""
"ON02IS5272","2016-08-14 12:00","S.SURFACE","0","-0.03","","63.1","0.33","1.1","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0055",""
"ON02IS5395","2016-08-15 12:00","S.SURFACE","0","-0.03","","63.1","0.13","0.42","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0067",""
"ON02IS5443","2016-08-05 18:15","S.SURFACE","0","-0.03","","63.1","0.1","0.33","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0010",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.12","-0.13","","63.2","0.22","0.74","9346","%","DECABROMODIPHENYL ETHANE (DBDPE)-13C14","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)-13C14","V","2016-ON0249-0073",""
"ON02IS5178","2016-08-13 12:00","S.SURFACE","0","-0.03","","64.1","0.29","0.97","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0050",""
"ON02IS5421","2016-08-07 23:30","S.SURFACE","0","-0.03","","66.1","0.61","2","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0035",""
"ON02IS5003","2016-08-08 17:00","S.SURFACE","0","-0.03","","66.1","0.052","0.17","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0041",""
"ON02IS5425","2016-08-08 15:45","S.SURFACE","0","-0.03","","66.1","0.077","0.26","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0042",""
"ON02IS5273","2016-08-14 12:00","S.SURFACE","0","-0.03","","66.1","0.098","0.33","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0056",""
"ON02IS5423","2016-08-11 13:00","S.SURFACE","0","-0.03","","69.1","0.032","0.11","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0039",""
"ON02IS5423","2016-08-11 13:00","S.SURFACE","0","-0.03","","69.1","0.041","0.14","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","V","2016-ON0249-0039",""
"ON02IS5442","2016-08-05 12:15","S.SURFACE","0","-0.03","","69.1","0.1","0.34","9346","%","DECABROMODIPHENYL ETHANE (DBDPE)-13C14","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)-13C14","V","2016-ON0249-0009",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.03","-0.04","","69.2","0.0069","0.023","9349","%","2-ETHYLHEXYL-D17-2,3,4,5-TETRABROMO-BENZOATE-13C6 (EHTBB-13C6)","2-ÉTHYLHEXYL-D17-2,3,4,5-TÉTRABROMO-BENZOATE-13C6 (13C6-EHTBB)","V","2016-ON0249-0078",""
"ON02IS5444","2016-08-05 22:00","S.CORE","-0.06","-0.07","","70.8","0.066","0.22","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","V","2016-ON0249-0081",""
"ON02IS5427","2016-08-13 12:00","S.SURFACE","0","-0.03","","71.1","0.045","0.15","9345","%","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-GHBCD)","V","2016-ON0249-0017",""
"ON02IS5180","2016-08-13 12:00","S.SURFACE","0","-0.03","","71.1","0.12","0.41","9344","%","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","V","2016-ON0249-0051",""
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","","71.1","0.16","0.55","9350","%","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","V","2016-ON0249-0036",""
