SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON,MEAS_LAB_BATCH_ID
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","<","0.57","0.17","0.57","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0036",""
"ON02IS5058","2016-08-08 02:15","S.SURFACE","0","-0.03","<","0.53","0.16","0.53","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0037",""
"ON02IS5028","2016-08-11 17:00","S.SURFACE","0","-0.03","<","0.45","0.14","0.45","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0038",""
"ON02IS5423","2016-08-11 13:00","S.SURFACE","0","-0.03","<","1","0.31","1","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0039",""
"ON02IS9321","2016-08-11 10:00","S.SURFACE","0","-0.03","<","0.97","0.29","0.97","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0040",""
"ON02IS5003","2016-08-08 17:00","S.SURFACE","0","-0.03","<","0.91","0.27","0.91","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0041",""
"ON02IS5425","2016-08-08 15:45","S.SURFACE","0","-0.03","<","0.83","0.25","0.83","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0042",""
"ON02IS5031","2016-08-08 09:00","S.SURFACE","0","-0.03","<","0.84","0.25","0.84","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0043",""
"ON02IS5044","2016-08-11 20:00","S.SURFACE","0","-0.03","<","0.99","0.3","0.99","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0044",""
"ON02IS5049","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.84","0.25","0.84","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0045",""
"ON02IS5092","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.72","0.22","0.72","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0046",""
"ON02IS5130","2016-08-06 23:30","S.SURFACE","0","-0.03","<","1.4","0.41","1.4","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0047",""
"ON02IS5157","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.7","0.21","0.7","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0048",""
"ON02IS5175","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.52","0.16","0.52","39753","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P","2016-ON0249-0049",""
"ON02IS5450","2016-08-03 19:55","S.SURFACE","0","-0.03","<","0.091","0.027","0.091","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0001",""
"ON02IS5455","2016-08-03 23:00","S.SURFACE","0","-0.03","<","0.15","0.044","0.15","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0002",""
"ON02IS5449","2016-08-04 03:00","S.SURFACE","0","-0.03","<","0.089","0.027","0.089","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0003",""
"ON02IS5451","2016-08-04 06:00","S.SURFACE","0","-0.03","<","0.061","0.018","0.061","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0004",""
"ON02IS5453","2016-08-15 12:00","S.SURFACE","0","-0.03","<","0.073","0.022","0.073","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0006",""
"ON02IS5454","2016-08-16 12:00","S.SURFACE","0","-0.03","<","0.11","0.032","0.11","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0007",""
"ON02IS5456","2016-08-04 20:15","S.SURFACE","0","-0.03","<","0.072","0.021","0.072","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0008",""
"ON02IS5442","2016-08-05 12:15","S.SURFACE","0","-0.03","<","0.092","0.028","0.092","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0009",""
"ON02IS5443","2016-08-05 18:15","S.SURFACE","0","-0.03","<","0.07","0.021","0.07","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0010",""
"ON02IS5444","2016-08-05 22:00","S.SURFACE","0","-0.03","<","0.12","0.036","0.12","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0011",""
"ON02IS5445","2016-08-14 12:00","S.SURFACE","0","-0.03","<","0.081","0.024","0.081","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0012",""
"ON02IS5446","2016-08-14 12:00","S.SURFACE","0","-0.03","<","0.086","0.026","0.086","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0013",""
"ON02IS5447","2016-08-14 12:00","S.SURFACE","0","-0.03","<","0.078","0.023","0.078","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0100",""
"ON02IS5448","2016-08-14 12:00","S.SURFACE","0","-0.03","<","0.14","0.043","0.14","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0014",""
"ON02IS5426","2016-08-14 12:00","S.SURFACE","0","-0.03","<","0.073","0.022","0.073","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0015",""
"ON02IS5174","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.044","0.013","0.044","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0016",""
"ON02IS5427","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.033","0.0081","0.027","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0017",""
"ON02IS5428","2016-08-13 12:00","S.SURFACE","0","-0.03","<","0.02","0.0061","0.02","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0018",""
"ON02IS5438","2016-08-06 05:00","S.SURFACE","0","-0.03","<","0.037","0.011","0.037","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0019",""
"ON02IS5429","2016-08-06 14:45","S.SURFACE","0","-0.03","<","0.035","0.01","0.035","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0021",""
"ON02IS5430","2016-08-06 17:30","S.SURFACE","0","-0.03","<","0.034","0.01","0.034","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0022",""
"ON02IS5431","2016-08-06 13:30","S.SURFACE","0","-0.03","<","0.032","0.0096","0.032","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0023",""
