SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON,MEAS_LAB_BATCH_ID
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","5.2","","","5906","%","0.031-0.062 MM","0.031-0.062 MM","P","2014-ON0249-0094",""
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","1.4","","","5907","%","0.062-0.125 MM","0.062-0.125 MM","P","2014-ON0249-0094",""
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","0.2","","","5908","%","0.125-0.250 MM","0.125-0.250 MM","P","2014-ON0249-0094",""
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","0","","","5909","%","0.250-0.500 MM","0.250-0.500 MM","P","2014-ON0249-0094",""
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","0","","","5910","%","0.500-1.000 MM","0.500-1.000 MM","P","2014-ON0249-0094",""
"ON02IE1569","2014-07-21 00:00","S.SURFACE","0","-0.03","","0","","","5911","%","COURSE SAND (GRAIN SIZE 1.00-2.00 MM)","SABLE GROSSIER (GRA""OMÉTRIE 1,00-2,00 MM)","P","2014-ON0249-0094",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","51.6","","","5912","%","CLAY %","ARGILE %","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","48.4","","","5931","%","SILT %","LIMON %","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5930","%","SAND %","SABLE %","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.2","","","5896","%","0.00003-0.00006 MM","0.00003-0.00006 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","7.2","","","5897","%","0.00006-0.00012 MM","0.00006-0.00012 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","3.9","","","5898","%","0.00012-0.00024 MM","0.00012-0.00024 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.4","","","5899","%","0.00024-0.0005 MM","0.00024-0.0005 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.8","","","5900","%","0.0005-0.001 MM","0.0005-0.001 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","10.6","","","5901","%","0.001-0.002 MM","0.001-0.002 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","25.4","","","5902","%","0.002-0.004 MM","0.002-0.004 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","31.7","","","5903","%","0.004-0.008 MM","0.004-0.008 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","14.3","","","5904","%","0.008-0.016 MM","0.008-0.016 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.2","","","5905","%","0.016-0.031 MM","0.016-0.031 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.08","","","5906","%","0.031-0.062 MM","0.031-0.062 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5907","%","0.062-0.125 MM","0.062-0.125 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5908","%","0.125-0.250 MM","0.125-0.250 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5909","%","0.250-0.500 MM","0.250-0.500 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5910","%","0.500-1.000 MM","0.500-1.000 MM","P","2014-ON0249-0095",""
"ON02IE1570","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5911","%","COURSE SAND (GRAIN SIZE 1.00-2.00 MM)","SABLE GROSSIER (GRA""OMÉTRIE 1,00-2,00 MM)","P","2014-ON0249-0095",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","51.1","","","5912","%","CLAY %","ARGILE %","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","48.9","","","5931","%","SILT %","LIMON %","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5930","%","SAND %","SABLE %","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.9","","","5896","%","0.00003-0.00006 MM","0.00003-0.00006 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","6.7","","","5897","%","0.00006-0.00012 MM","0.00006-0.00012 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","3.9","","","5898","%","0.00012-0.00024 MM","0.00012-0.00024 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.6","","","5899","%","0.00024-0.0005 MM","0.00024-0.0005 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.2","","","5900","%","0.0005-0.001 MM","0.0005-0.001 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","11.3","","","5901","%","0.001-0.002 MM","0.001-0.002 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","24.7","","","5902","%","0.002-0.004 MM","0.002-0.004 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","30.5","","","5903","%","0.004-0.008 MM","0.004-0.008 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","15.3","","","5904","%","0.008-0.016 MM","0.008-0.016 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.8","","","5905","%","0.016-0.031 MM","0.016-0.031 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.2","","","5906","%","0.031-0.062 MM","0.031-0.062 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5907","%","0.062-0.125 MM","0.062-0.125 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5908","%","0.125-0.250 MM","0.125-0.250 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5909","%","0.250-0.500 MM","0.250-0.500 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5910","%","0.500-1.000 MM","0.500-1.000 MM","P","2014-ON0249-0103",""
"ON02IE5029","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5911","%","COURSE SAND (GRAIN SIZE 1.00-2.00 MM)","SABLE GROSSIER (GRA""OMÉTRIE 1,00-2,00 MM)","P","2014-ON0249-0103",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","48.4","","","5912","%","CLAY %","ARGILE %","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","51.1","","","5931","%","SILT %","LIMON %","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.4","","","5930","%","SAND %","SABLE %","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.8","","","5896","%","0.00003-0.00006 MM","0.00003-0.00006 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","6.6","","","5897","%","0.00006-0.00012 MM","0.00006-0.00012 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","4","","","5898","%","0.00012-0.00024 MM","0.00012-0.00024 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.8","","","5899","%","0.00024-0.0005 MM","0.00024-0.0005 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.5","","","5900","%","0.0005-0.001 MM","0.0005-0.001 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","11.4","","","5901","%","0.001-0.002 MM","0.001-0.002 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","21.3","","","5902","%","0.002-0.004 MM","0.002-0.004 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","26.1","","","5903","%","0.004-0.008 MM","0.004-0.008 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","17.3","","","5904","%","0.008-0.016 MM","0.008-0.016 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","5.9","","","5905","%","0.016-0.031 MM","0.016-0.031 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","1.9","","","5906","%","0.031-0.062 MM","0.031-0.062 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.4","","","5907","%","0.062-0.125 MM","0.062-0.125 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5908","%","0.125-0.250 MM","0.125-0.250 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5909","%","0.250-0.500 MM","0.250-0.500 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5910","%","0.500-1.000 MM","0.500-1.000 MM","P","2014-ON0249-0090",""
"ON02IE1567","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5911","%","COURSE SAND (GRAIN SIZE 1.00-2.00 MM)","SABLE GROSSIER (GRA""OMÉTRIE 1,00-2,00 MM)","P","2014-ON0249-0090",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","20.9","","","5912","%","CLAY %","ARGILE %","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","55.7","","","5931","%","SILT %","LIMON %","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","23.4","","","5930","%","SAND %","SABLE %","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5896","%","0.00003-0.00006 MM","0.00003-0.00006 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5897","%","0.00006-0.00012 MM","0.00006-0.00012 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.8","","","5898","%","0.00012-0.00024 MM","0.00012-0.00024 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.3","","","5899","%","0.00024-0.0005 MM","0.00024-0.0005 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","2.7","","","5900","%","0.0005-0.001 MM","0.0005-0.001 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","6.7","","","5901","%","0.001-0.002 MM","0.001-0.002 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","8.4","","","5902","%","0.002-0.004 MM","0.002-0.004 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","12.2","","","5903","%","0.004-0.008 MM","0.004-0.008 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","18","","","5904","%","0.008-0.016 MM","0.008-0.016 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","13.8","","","5905","%","0.016-0.031 MM","0.016-0.031 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","11.8","","","5906","%","0.031-0.062 MM","0.031-0.062 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","8.9","","","5907","%","0.062-0.125 MM","0.062-0.125 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","10.8","","","5908","%","0.125-0.250 MM","0.125-0.250 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","3.7","","","5909","%","0.250-0.500 MM","0.250-0.500 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5910","%","0.500-1.000 MM","0.500-1.000 MM","P","2014-ON0249-0064",""
"ON02IE1581","2014-07-22 00:00","S.SURFACE","0","-0.03","","0","","","5911","%","COURSE SAND (GRAIN SIZE 1.00-2.00 MM)","SABLE GROSSIER (GRA""OMÉTRIE 1,00-2,00 MM)","P","2014-ON0249-0064",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","45","","","5912","%","CLAY %","ARGILE %","P","2014-ON0249-0087",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","51.9","","","5931","%","SILT %","LIMON %","P","2014-ON0249-0087",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","3.1","","","5930","%","SAND %","SABLE %","P","2014-ON0249-0087",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","0.6","","","5896","%","0.00003-0.00006 MM","0.00003-0.00006 MM","P","2014-ON0249-0087",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","5.2","","","5897","%","0.00006-0.00012 MM","0.00006-0.00012 MM","P","2014-ON0249-0087",""
"ON02IE1595","2014-07-22 00:00","S.SURFACE","0","-0.03","","3.5","","","5898","%","0.00012-0.00024 MM","0.00012-0.00024 MM","P","2014-ON0249-0087",""
